"","X","country","sex","bc_cate","education","TotalN","ChildlessN","NeverInUnionN","prop_childless","prop_neverinunion","continent"
"1455",2498,"Togo","Women","1960-1969","High",275,6,4,2.2,66.7,"Africa"
"1456",2499,"Togo","Women","1960-1969","Low",396,9,4,2.3,44.4,"Africa"
"1457",2500,"Togo","Women","1970-1979","High",354,27,11,7.6,40.7,"Africa"
"1458",2501,"Togo","Women","1970-1979","Low",498,33,23,6.6,69.7,"Africa"
"1459",2503,"Turkey","Men","1940-1949","Low",107,3,1,2.8,33.3,"Europe & North America"
"1460",2504,"Turkey","Men","1950-1959","High",268,31,17,11.6,54.8,"Europe & North America"
"1461",2505,"Turkey","Men","1950-1959","Low",1418,43,13,3,30.2,"Europe & North America"
"1462",2506,"Turkey","Men","1960-1969","High",179,18,13,10.1,72.2,"Europe & North America"
"1463",2507,"Turkey","Men","1960-1969","Low",716,36,10,5,27.8,"Europe & North America"
"1464",2513,"Turkey","Women","1940-1949","High",75,3,NA,4,NA,"Europe & North America"
"1465",2514,"Turkey","Women","1940-1949","Low",155,2,NA,1.3,NA,"Europe & North America"
"1466",2515,"Turkey","Women","1950-1959","High",247,6,NA,2.4,NA,"Europe & North America"
"1467",2516,"Turkey","Women","1950-1959","Low",363,8,NA,2.2,NA,"Europe & North America"
"1468",2517,"Turkey","Women","1960-1969","High",140,3,NA,2.1,NA,"Europe & North America"
"1469",2518,"Turkey","Women","1960-1969","Low",161,6,NA,3.7,NA,"Europe & North America"
"1470",2520,"Uganda","Men","1960-1969","High",314,4,NA,1.3,NA,"Africa"
"1471",2521,"Uganda","Men","1960-1969","Low",396,6,1,1.5,16.7,"Africa"
"1472",2522,"Uganda","Men","1970-1979","High",1577,33,16,2.1,48.5,"Africa"
"1473",2523,"Uganda","Men","1970-1979","Low",1791,32,6,1.8,18.8,"Africa"
"1474",2524,"Uganda","Men","1980-1989","High",197,2,2,1,100,"Africa"
"1475",2525,"Uganda","Men","1980-1989","Low",559,7,3,1.3,42.9,"Africa"
"1476",2526,"Uganda","Women","1960-1969","High",223,NA,NA,NA,NA,"Africa"
"1477",2527,"Uganda","Women","1960-1969","Low",270,9,4,3.3,44.4,"Africa"
"1478",2528,"Uganda","Women","1970-1979","High",446,6,6,1.3,100,"Africa"
"1479",2529,"Uganda","Women","1970-1979","Low",501,17,6,3.4,35.3,"Africa"
"1480",2530,"Uganda","Women","1980-1989","High",69,1,NA,1.4,NA,"Africa"
"1481",2531,"Uganda","Women","1980-1989","Low",136,7,6,5.1,85.7,"Africa"
"1482",2540,"Ukraine","Men","1940-1949","High",51,1,NA,2,NA,"FSU"
"1483",2543,"Ukraine","Men","1950-1959","High",281,14,2,5,14.3,"FSU"
"1484",2544,"Ukraine","Men","1950-1959","Low",239,15,3,6.3,20,"FSU"
"1485",2546,"Ukraine","Men","1960-1969","High",953,69,14,7.2,20.3,"FSU"
"1486",2547,"Ukraine","Men","1960-1969","Low",1177,51,15,4.3,29.4,"FSU"
"1487",2550,"Ukraine","Men","1970-1979","High",281,29,9,10.3,31,"FSU"
"1488",2551,"Ukraine","Men","1970-1979","Low",338,18,5,5.3,27.8,"FSU"
"1489",2556,"Ukraine","Women","1920-1929","Low",59,15,6,25.4,40,"FSU"
"1490",2558,"Ukraine","Women","1930-1939","High",65,7,1,10.8,14.3,"FSU"
"1491",2559,"Ukraine","Women","1930-1939","Low",101,13,8,12.9,61.5,"FSU"
"1492",2562,"Ukraine","Women","1940-1949","High",103,5,2,4.9,40,"FSU"
"1493",2564,"Ukraine","Women","1940-1949","Medium",52,3,NA,5.8,NA,"FSU"
"1494",2565,"Ukraine","Women","1950-1959","High",241,16,8,6.6,50,"FSU"
"1495",2566,"Ukraine","Women","1950-1959","Low",137,11,4,8,36.4,"FSU"
"1496",2567,"Ukraine","Women","1950-1959","Medium",67,2,1,3,50,"FSU"
"1497",2568,"Ukraine","Women","1960-1969","High",542,39,12,7.2,30.8,"FSU"
"1498",2569,"Ukraine","Women","1960-1969","Low",451,65,27,14.4,41.5,"FSU"
"1499",2571,"Ukraine","Women","1970-1979","High",160,14,6,8.8,42.9,"FSU"
"1500",2572,"Ukraine","Women","1970-1979","Low",158,30,13,19,43.3,"FSU"
"1501",2574,"Uruguay","Men","1970-1979","High",63,21,6,33.3,28.6,"Latin America"
"1502",2575,"Uruguay","Men","1970-1979","Low",223,40,18,17.9,45,"Latin America"
"1503",2576,"Uruguay","Men","1970-1979","Medium",169,26,5,15.4,19.2,"Latin America"
"1504",2580,"Uruguay","Women","1970-1979","High",136,38,11,27.9,28.9,"Latin America"
"1505",2581,"Uruguay","Women","1970-1979","Low",220,14,6,6.4,42.9,"Latin America"
"1506",2582,"Uruguay","Women","1970-1979","Medium",234,26,6,11.1,23.1,"Latin America"
"1507",2586,"Zambia","Men","1960-1969","High",75,2,NA,2.7,NA,"Africa"
"1508",2587,"Zambia","Men","1960-1969","Low",104,2,NA,1.9,NA,"Africa"
"1509",2588,"Zambia","Men","1970-1979","High",1127,30,14,2.7,46.7,"Africa"
"1510",2589,"Zambia","Men","1970-1979","Low",1259,15,2,1.2,13.3,"Africa"
"1511",2590,"Zambia","Men","1980-1989","High",399,15,7,3.8,46.7,"Africa"
"1512",2591,"Zambia","Men","1980-1989","Low",890,8,2,0.9,25,"Africa"
"1513",2594,"Zambia","Women","1960-1969","High",424,5,4,1.2,80,"Africa"
"1514",2595,"Zambia","Women","1960-1969","Low",695,16,12,2.3,75,"Africa"
"1515",2596,"Zambia","Women","1970-1979","High",827,24,15,2.9,62.5,"Africa"
"1516",2597,"Zambia","Women","1970-1979","Low",1245,44,27,3.5,61.4,"Africa"
"1517",2598,"Zambia","Women","1980-1989","High",446,43,31,9.6,72.1,"Africa"
"1518",2599,"Zambia","Women","1980-1989","Low",595,29,16,4.9,55.2,"Africa"
"1519",2600,"Zimbabwe","Men","1960-1969","High",229,9,4,3.9,44.4,"Africa"
"1520",2601,"Zimbabwe","Men","1960-1969","Low",242,10,5,4.1,50,"Africa"
"1521",2602,"Zimbabwe","Men","1970-1979","High",911,43,18,4.7,41.9,"Africa"
"1522",2603,"Zimbabwe","Men","1970-1979","Low",1169,31,11,2.7,35.5,"Africa"
"1523",2605,"Zimbabwe","Men","1980-1989","Low",189,7,5,3.7,71.4,"Africa"
"1524",2606,"Zimbabwe","Women","1960-1969","High",174,5,3,2.9,60,"Africa"
"1525",2607,"Zimbabwe","Women","1960-1969","Low",640,20,5,3.1,25,"Africa"
"1526",2608,"Zimbabwe","Women","1970-1979","High",349,18,8,5.2,44.4,"Africa"
"1527",2609,"Zimbabwe","Women","1970-1979","Low",1341,76,27,5.7,35.5,"Africa"
"1528",2611,"Zimbabwe","Women","1980-1989","Low",145,14,9,9.7,64.3,"Africa"
"1529",2612,"Albania","Men","1950-1959","All",861,0,0,0,NA,"Europe & North America"
"1530",2613,"Albania","Men","1960-1969","All",4052,34,22,0.8,64.7,"Europe & North America"
"1531",2614,"Albania","Men","1970-1979","All",3244,214,105,6.6,49.1,"Europe & North America"
"1532",2615,"Albania","Men","1980-1989","All",801,73,53,9.1,72.6,"Europe & North America"
"1533",2616,"Albania","Women","1950-1959","All",329,16,3,4.9,18.8,"Europe & North America"
"1534",2617,"Albania","Women","1960-1969","All",1600,119,31,7.4,26.1,"Europe & North America"
"1535",2618,"Albania","Women","1970-1979","All",1200,147,62,12.2,42.2,"Europe & North America"
"1536",2619,"Albania","Women","1980-1989","All",316,89,59,28.2,66.3,"Europe & North America"
"1537",2620,"Angola","Men","1960-1969","All",642,24,8,3.7,33.3,"Africa"
"1538",2621,"Angola","Men","1970-1979","All",2617,81,26,3.1,32.1,"Africa"
"1539",2622,"Angola","Men","1980-1989","All",362,8,6,2.2,75,"Africa"
"1540",2623,"Angola","Women","1960-1969","All",611,24,7,3.9,29.2,"Africa"
"1541",2624,"Angola","Women","1970-1979","All",959,33,14,3.4,42.4,"Africa"
"1542",2625,"Angola","Women","1980-1989","All",140,10,8,7.1,80,"Africa"
"1543",2626,"Armenia","Men","1960-1969","All",528,33,23,6.2,69.7,"FSU"
"1544",2627,"Armenia","Men","1970-1979","All",1623,130,84,8,64.6,"FSU"
"1545",2628,"Armenia","Men","1980-1989","All",219,23,20,10.5,87,"FSU"
"1546",2629,"Armenia","Women","1960-1969","All",239,12,9,5,75,"FSU"
"1547",2630,"Armenia","Women","1970-1979","All",727,80,56,11,70,"FSU"
"1548",2631,"Armenia","Women","1980-1989","All",82,15,12,18.3,80,"FSU"
"1549",2634,"Austria","Men","1930-1939","All",135,17,5,12.6,29.4,"Europe & North America"
"1550",2635,"Austria","Men","1940-1949","All",296,53,6,17.9,11.3,"Europe & North America"
"1551",2636,"Austria","Men","1950-1959","All",396,69,13,17.4,18.8,"Europe & North America"
"1552",2637,"Austria","Men","1960-1969","All",1069,275,82,25.7,29.8,"Europe & North America"
"1553",2638,"Austria","Men","1970-1979","All",519,184,50,35.5,27.2,"Europe & North America"
"1554",2639,"Austria","Men","1980-1989","All",85,41,12,48.2,29.3,"Europe & North America"
"1555",2641,"Austria","Women","1920-1929","All",55,14,3,25.5,21.4,"Europe & North America"
"1556",2642,"Austria","Women","1930-1939","All",179,18,4,10.1,22.2,"Europe & North America"
"1557",2643,"Austria","Women","1940-1949","All",372,45,9,12.1,20,"Europe & North America"
"1558",2644,"Austria","Women","1950-1959","All",413,59,17,14.3,28.8,"Europe & North America"
"1559",2645,"Austria","Women","1960-1969","All",1505,240,52,15.9,21.7,"Europe & North America"
"1560",2646,"Austria","Women","1970-1979","All",752,159,37,21.1,23.3,"Europe & North America"
"1561",2647,"Austria","Women","1980-1989","All",71,16,4,22.5,25,"Europe & North America"
"1562",2648,"Azerbaijan","Men","1950-1959","All",593,61,35,10.3,57.4,"Asia"
"1563",2649,"Azerbaijan","Men","1960-1969","All",2466,281,186,11.4,66.2,"Asia"
"1564",2650,"Azerbaijan","Men","1970-1979","All",436,85,63,19.5,74.1,"Asia"
"1565",2651,"Azerbaijan","Women","1940-1949","All",53,1,1,1.9,100,"Asia"
"1566",2652,"Azerbaijan","Women","1950-1959","All",441,17,4,3.9,23.5,"Asia"
"1567",2653,"Azerbaijan","Women","1960-1969","All",623,22,8,3.5,36.4,"Asia"
"1568",2654,"Azerbaijan","Women","1970-1979","All",120,15,8,12.5,53.3,"Asia"
"1569",2655,"Belarus","Men","1930-1939","All",53,5,3,9.4,60,"FSU"
"1570",2656,"Belarus","Men","1940-1949","All",299,20,10,6.7,50,"FSU"
"1571",2657,"Belarus","Men","1950-1959","All",666,60,30,9,50,"FSU"
"1572",2658,"Belarus","Men","1960-1969","All",724,96,42,13.3,43.8,"FSU"
"1573",2659,"Belarus","Men","1970-1979","All",819,134,64,16.4,47.8,"FSU"
"1574",2660,"Belarus","Men","1980-1989","All",248,58,26,23.4,44.8,"FSU"
"1575",2662,"Belarus","Women","1930-1939","All",156,20,12,12.8,60,"FSU"
"1576",2663,"Belarus","Women","1940-1949","All",600,72,46,12,63.9,"FSU"
"1577",2664,"Belarus","Women","1950-1959","All",1015,85,47,8.4,55.3,"FSU"
"1578",2665,"Belarus","Women","1960-1969","All",944,95,60,10.1,63.2,"FSU"
"1579",2666,"Belarus","Women","1970-1979","All",1041,95,44,9.1,46.3,"FSU"
"1580",2667,"Belarus","Women","1980-1989","All",272,29,11,10.7,37.9,"FSU"
"1581",2669,"Belgium","Men","1920-1929","All",82,15,3,18.3,20,"Europe & North America"
"1582",2670,"Belgium","Men","1930-1939","All",482,112,13,23.2,11.6,"Europe & North America"
"1583",2671,"Belgium","Men","1940-1949","All",716,187,33,26.1,17.6,"Europe & North America"
"1584",2672,"Belgium","Men","1950-1959","All",952,187,48,19.6,25.7,"Europe & North America"
"1585",2673,"Belgium","Men","1960-1969","All",1023,206,59,20.1,28.6,"Europe & North America"
"1586",2674,"Belgium","Men","1970-1979","All",452,104,27,23,26,"Europe & North America"
"1587",2675,"Belgium","Men","1980-1989","All",53,16,6,30.2,37.5,"Europe & North America"
"1588",2677,"Belgium","Women","1920-1929","All",101,18,5,17.8,27.8,"Europe & North America"
"1589",2678,"Belgium","Women","1930-1939","All",521,126,45,24.2,35.7,"Europe & North America"
"1590",2679,"Belgium","Women","1940-1949","All",720,155,29,21.5,18.7,"Europe & North America"
"1591",2680,"Belgium","Women","1950-1959","All",1011,158,25,15.6,15.8,"Europe & North America"
"1592",2681,"Belgium","Women","1960-1969","All",1147,150,26,13.1,17.3,"Europe & North America"
"1593",2682,"Belgium","Women","1970-1979","All",468,70,15,15,21.4,"Europe & North America"
"1594",2683,"Belgium","Women","1980-1989","All",64,8,3,12.5,37.5,"Europe & North America"
"1595",2684,"Benin","Men","1960-1969","All",398,7,3,1.8,42.9,"Africa"
"1596",2685,"Benin","Men","1970-1979","All",2752,42,9,1.5,21.4,"Africa"
"1597",2686,"Benin","Men","1980-1989","All",1361,27,3,2,11.1,"Africa"
"1598",2687,"Benin","Women","1950-1959","All",283,3,2,1.1,66.7,"Africa"
"1599",2688,"Benin","Women","1960-1969","All",733,14,6,1.9,42.9,"Africa"
"1600",2689,"Benin","Women","1970-1979","All",1264,32,12,2.5,37.5,"Africa"
"1601",2690,"Benin","Women","1980-1989","All",596,34,17,5.7,50,"Africa"
"1602",2691,"Bolivia","Men","1950-1959","All",511,25,11,4.9,44,"Latin America"
"1603",2692,"Bolivia","Men","1960-1969","All",3600,138,81,3.8,58.7,"Latin America"
"1604",2693,"Bolivia","Men","1970-1979","All",1418,82,53,5.8,64.6,"Latin America"
"1605",2694,"Bolivia","Women","1940-1949","All",362,17,7,4.7,41.2,"Latin America"
"1606",2695,"Bolivia","Women","1950-1959","All",809,37,20,4.6,54.1,"Latin America"
"1607",2696,"Bolivia","Women","1960-1969","All",1132,75,52,6.6,69.3,"Latin America"
"1608",2697,"Bolivia","Women","1970-1979","All",434,33,21,7.6,63.6,"Latin America"
"1609",2698,"Brazil","Men","1940-1949","All",817,68,37,8.3,54.4,"Latin America"
"1610",2699,"Brazil","Men","1950-1959","All",2973,255,160,8.6,62.7,"Latin America"
"1611",2700,"Brazil","Men","1960-1969","All",468,40,26,8.5,65,"Latin America"
"1612",2701,"Brazil","Women","1930-1939","All",102,5,1,4.9,20,"Latin America"
"1613",2702,"Brazil","Women","1940-1949","All",396,24,10,6.1,41.7,"Latin America"
"1614",2703,"Brazil","Women","1950-1959","All",557,42,21,7.5,50,"Latin America"
"1615",2704,"Brazil","Women","1960-1969","All",75,13,7,17.3,53.8,"Latin America"
"1616",2706,"Bulgaria","Men","1920-1929","All",269,26,9,9.7,34.6,"Europe & North America"
"1617",2707,"Bulgaria","Men","1930-1939","All",787,42,19,5.3,45.2,"Europe & North America"
"1618",2708,"Bulgaria","Men","1940-1949","All",1060,82,39,7.7,47.6,"Europe & North America"
"1619",2709,"Bulgaria","Men","1950-1959","All",1113,118,72,10.6,61,"Europe & North America"
"1620",2710,"Bulgaria","Men","1960-1969","All",1483,256,171,17.3,66.8,"Europe & North America"
"1621",2711,"Bulgaria","Men","1970-1979","All",179,56,39,31.3,69.6,"Europe & North America"
"1622",2714,"Bulgaria","Women","1920-1929","All",195,18,5,9.2,27.8,"Europe & North America"
"1623",2715,"Bulgaria","Women","1930-1939","All",908,65,17,7.2,26.2,"Europe & North America"
"1624",2716,"Bulgaria","Women","1940-1949","All",1229,62,21,5,33.9,"Europe & North America"
"1625",2717,"Bulgaria","Women","1950-1959","All",1266,77,41,6.1,53.2,"Europe & North America"
"1626",2718,"Bulgaria","Women","1960-1969","All",2052,163,99,7.9,60.7,"Europe & North America"
"1627",2719,"Bulgaria","Women","1970-1979","All",215,19,10,8.8,52.6,"Europe & North America"
"1628",2721,"Burkina Faso","Men","1960-1969","All",2527,21,4,0.8,19,"Africa"
"1629",2722,"Burkina Faso","Men","1970-1979","All",2443,24,4,1,16.7,"Africa"
"1630",2723,"Burkina Faso","Women","1950-1959","All",691,5,0,0.7,0,"Africa"
"1631",2724,"Burkina Faso","Women","1960-1969","All",1262,16,4,1.3,25,"Africa"
"1632",2725,"Burkina Faso","Women","1970-1979","All",980,55,28,5.6,50.9,"Africa"
"1633",2726,"Burundi","Men","1960-1969","All",651,19,12,2.9,63.2,"Africa"
"1634",2727,"Burundi","Men","1970-1979","All",3106,124,71,4,57.3,"Africa"
"1635",2728,"Burundi","Men","1980-1989","All",928,51,38,5.5,74.5,"Africa"
"1636",2729,"Burundi","Women","1950-1959","All",211,5,4,2.4,80,"Africa"
"1637",2730,"Burundi","Women","1960-1969","All",924,20,14,2.2,70,"Africa"
"1638",2731,"Burundi","Women","1970-1979","All",1216,37,18,3,48.6,"Africa"
"1639",2732,"Burundi","Women","1980-1989","All",352,14,10,4,71.4,"Africa"
"1640",2733,"Cambodia","Men","1960-1969","All",1975,128,84,6.5,65.6,"Asia"
"1641",2734,"Cambodia","Men","1970-1979","All",3697,301,193,8.1,64.1,"Asia"
"1642",2735,"Cambodia","Women","1960-1969","All",570,16,1,2.8,6.2,"Asia"
"1643",2736,"Cambodia","Women","1970-1979","All",1109,57,20,5.1,35.1,"Asia"
"1644",2737,"Cameroon","Men","1950-1959","All",368,13,0,3.5,0,"Africa"
"1645",2738,"Cameroon","Men","1960-1969","All",961,29,6,3,20.7,"Africa"
"1646",2739,"Cameroon","Men","1970-1979","All",2093,75,11,3.6,14.7,"Africa"
"1647",2740,"Cameroon","Men","1980-1989","All",1214,62,34,5.1,54.8,"Africa"
"1648",2741,"Cameroon","Women","1950-1959","All",294,7,0,2.4,0,"Africa"
"1649",2742,"Cameroon","Women","1960-1969","All",710,18,6,2.5,33.3,"Africa"
"1650",2743,"Cameroon","Women","1970-1979","All",1019,53,34,5.2,64.2,"Africa"
"1651",2744,"Cameroon","Women","1980-1989","All",549,55,36,10,65.5,"Africa"
"1652",2745,"Canada","Men","1920-1929","All",177,37,8,20.9,21.6,"Europe & North America"
"1653",2746,"Canada","Men","1930-1939","All",996,191,59,19.2,30.9,"Europe & North America"
"1654",2747,"Canada","Men","1940-1949","All",1582,325,84,20.5,25.8,"Europe & North America"
"1655",2748,"Canada","Men","1950-1959","All",1893,452,148,23.9,32.7,"Europe & North America"
"1656",2749,"Canada","Men","1960-1969","All",2076,613,213,29.5,34.7,"Europe & North America"
"1657",2750,"Canada","Men","1970-1979","All",301,116,46,38.5,39.7,"Europe & North America"
"1658",2751,"Canada","Women","1920-1929","All",299,53,24,17.7,45.3,"Europe & North America"
"1659",2752,"Canada","Women","1930-1939","All",1349,160,53,11.9,33.1,"Europe & North America"
"1660",2753,"Canada","Women","1940-1949","All",2019,303,86,15,28.4,"Europe & North America"
"1661",2754,"Canada","Women","1950-1959","All",2385,496,127,20.8,25.6,"Europe & North America"
"1662",2755,"Canada","Women","1960-1969","All",2457,582,171,23.7,29.4,"Europe & North America"
"1663",2756,"Canada","Women","1970-1979","All",375,101,47,26.9,46.5,"Europe & North America"
"1664",2757,"Central African Republic","Men","1940-1949","All",428,36,2,8.4,5.6,"Africa"
"1665",2758,"Central African Republic","Men","1950-1959","All",1153,92,13,8,14.1,"Africa"
"1666",2760,"Central African Republic","Women","1930-1939","All",93,9,0,9.7,0,"Africa"
"1667",2761,"Central African Republic","Women","1940-1949","All",197,13,1,6.6,7.7,"Africa"
"1668",2762,"Central African Republic","Women","1950-1959","All",311,36,15,11.6,41.7,"Africa"
"1669",2764,"Chad","Men","1960-1969","All",1261,13,2,1,15.4,"Africa"
"1670",2765,"Chad","Men","1970-1979","All",3581,39,11,1.1,28.2,"Africa"
"1671",2766,"Chad","Men","1980-1989","All",164,1,0,0.6,0,"Africa"
"1672",2767,"Chad","Women","1950-1959","All",219,2,0,0.9,0,"Africa"
"1673",2768,"Chad","Women","1960-1969","All",685,10,3,1.5,30,"Africa"
"1674",2769,"Chad","Women","1970-1979","All",1053,26,13,2.5,50,"Africa"
"1675",2770,"Chad","Women","1980-1989","All",77,2,1,2.6,50,"Africa"
"1676",2771,"Colombia","Men","1960-1969","All",3763,196,95,5.2,48.5,"Latin America"
"1677",2772,"Colombia","Men","1970-1979","All",8804,505,266,5.7,52.7,"Latin America"
"1678",2773,"Colombia","Men","1980-1989","All",676,50,31,7.4,62,"Latin America"
"1679",2774,"Colombia","Women","1950-1959","All",2124,203,104,9.6,51.2,"Latin America"
"1680",2775,"Colombia","Women","1960-1969","All",6144,705,348,11.5,49.4,"Latin America"
"1681",2776,"Colombia","Women","1970-1979","All",6259,968,515,15.5,53.2,"Latin America"
"1682",2777,"Colombia","Women","1980-1989","All",468,82,47,17.5,57.3,"Latin America"
"1683",2778,"Comoros","Men","1960-1969","All",433,26,0,6,0,"Africa"
"1684",2779,"Comoros","Men","1970-1979","All",954,108,33,11.3,30.6,"Africa"
"1685",2780,"Comoros","Women","1950-1959","All",100,6,0,6,0,"Africa"
"1686",2781,"Comoros","Women","1960-1969","All",280,15,4,5.4,26.7,"Africa"
"1687",2782,"Comoros","Women","1970-1979","All",401,56,26,14,46.4,"Africa"
"1688",2783,"Congo","Men","1960-1969","All",1468,30,4,2,13.3,"Africa"
"1689",2784,"Congo","Men","1970-1979","All",1900,46,10,2.4,21.7,"Africa"
"1690",2785,"Congo","Women","1950-1959","All",366,6,3,1.6,50,"Africa"
"1691",2786,"Congo","Women","1960-1969","All",903,32,18,3.5,56.2,"Africa"
"1692",2787,"Congo","Women","1970-1979","All",915,44,24,4.8,54.5,"Africa"
"1693",2789,"Croatia","Men","1940-1949","All",75,5,3,6.7,60,"Europe & North America"
"1694",2790,"Croatia","Men","1950-1959","All",163,23,10,14.1,43.5,"Europe & North America"
"1695",2791,"Croatia","Men","1960-1969","All",130,36,17,27.7,47.2,"Europe & North America"
"1696",2792,"Croatia","Men","1970-1979","All",109,31,14,28.4,45.2,"Europe & North America"
"1697",2793,"Croatia","Men","1980-1989","All",56,24,11,42.9,45.8,"Europe & North America"
"1698",2796,"Croatia","Women","1940-1949","All",135,10,4,7.4,40,"Europe & North America"
"1699",2797,"Croatia","Women","1950-1959","All",198,21,6,10.6,28.6,"Europe & North America"
"1700",2798,"Croatia","Women","1960-1969","All",197,27,11,13.7,40.7,"Europe & North America"
"1701",2799,"Croatia","Women","1970-1979","All",171,22,10,12.9,45.5,"Europe & North America"
